retrieved_at,source_batch,source_name,source_url,source_type,record_type,name,role_title,institution,department_or_group,country,summary_text,keyword_hits,homepage_url,orcid_url,scholar_url,metric_h_index,metric_source,citation_count,honors,raw_text,extraction_method,notes,evidence_items,evidence_summary,birth_year,age,age_as_of,age_evidence
2026-06-19T00:00:00+00:00,openalex_spatial_single_cell_demo_20260619,Nucleic Acids Research (2022),https://openalex.org/W4307432965,publication_source,person,Yunpeng Zhang,,Harbin Medical University,,China,"OpenAlex links this researcher to ""Single-cell and spatial transcriptomics"". Demo candidate selected as last-named author on ""CellMarker 2.0: an updated database of manually curated cell markers in human/mouse and web tools based on scRNA-seq data"" (Nucleic Acids Research, 2022; 1226 OpenAlex citations).",computational biology; genomics,,https://orcid.org/0000-0001-6208-9571,https://scholar.google.com/scholar?q=%22Yunpeng+Zhang%22+%22Harbin+Medical+University%22+single+cell+spatial+transcriptomics,17,"OpenAlex author profile retrieved 2026-06-19; Scholar URL is a search link, not a verified author profile.",2086,,CellMarker 2.0: an updated database of manually curated cell markers in human/mouse and web tools based on scRNA-seq data | Nucleic Acids Research | 2022 | OpenAlex citations: 1226 | Work URL: https://openalex.org/W4307432965,OpenAlex API topic filter topics.id:T11289; from_publication_date >= 2021-01-01; type=article; sorted by cited_by_count; selected last named author with OpenAlex author id; title relevance filter applied.,"Real demo row generated from OpenAlex on 2026-06-19. Institution is the source-stated authorship institution for the selected work, not a verified current role. Homepage, age, honors, and hiring status were not manually verified; use the source links and Scholar search before outreach.",Nucleic Acids Research; OpenAlex topic: Single-cell and spatial transcriptomics; single-cell RNA sequencing,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""CellMarker 2.0: an updated database of manually curated cell markers in human/mouse and web tools based on scRNA-seq data"" (Nucleic Acids Research, 2022; 1226 OpenAlex citations). Evidence filters are concrete source/topic labels: Nucleic Acids Research, OpenAlex topic: Single-cell and spatial transcriptomics, single-cell RNA sequencing.",,,,
2026-06-19T00:00:00+00:00,openalex_spatial_single_cell_demo_20260619,Nature Biotechnology (2022),https://openalex.org/W4205817967,publication_source,person,Omer Ali Bayraktar,,Wellcome Sanger Institute,,United Kingdom,"OpenAlex links this researcher to ""Single-cell and spatial transcriptomics"". Demo candidate selected as last-named author on ""Cell2location maps fine-grained cell types in spatial transcriptomics"" (Nature Biotechnology, 2022; 1226 OpenAlex citations).",spatial transcriptomics; single-cell biology; computational biology; biomedical atlas; genomics,,https://orcid.org/0000-0001-6055-277X,https://scholar.google.com/scholar?q=%22Omer+Ali+Bayraktar%22+%22Wellcome+Sanger+Institute%22+single+cell+spatial+transcriptomics,37,"OpenAlex author profile retrieved 2026-06-19; Scholar URL is a search link, not a verified author profile.",12938,,Cell2location maps fine-grained cell types in spatial transcriptomics | Nature Biotechnology | 2022 | OpenAlex citations: 1226 | Work URL: https://openalex.org/W4205817967,OpenAlex API topic filter topics.id:T11289; from_publication_date >= 2021-01-01; type=article; sorted by cited_by_count; selected last named author with OpenAlex author id; title relevance filter applied.,"Real demo row generated from OpenAlex on 2026-06-19. Institution is the source-stated authorship institution for the selected work, not a verified current role. Homepage, age, honors, and hiring status were not manually verified; use the source links and Scholar search before outreach.",Nature Biotechnology; OpenAlex topic: Single-cell and spatial transcriptomics; spatial transcriptomics,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""Cell2location maps fine-grained cell types in spatial transcriptomics"" (Nature Biotechnology, 2022; 1226 OpenAlex citations). Evidence filters are concrete source/topic labels: Nature Biotechnology, OpenAlex topic: Single-cell and spatial transcriptomics, spatial transcriptomics.",,,,
2026-06-19T00:00:00+00:00,openalex_spatial_single_cell_demo_20260619,Nature Neuroscience (2021),https://openalex.org/W3126958162,publication_source,person,Andrew E. Jaffe,,Johns Hopkins University,,United States,"OpenAlex links this researcher to ""Single-cell and spatial transcriptomics"". Demo candidate selected as last-named author on ""Transcriptome-scale spatial gene expression in the human dorsolateral prefrontal cortex"" (Nature Neuroscience, 2021; 1223 OpenAlex citations).",spatial transcriptomics; genomics; biomedical atlas; single-cell biology,,https://orcid.org/0000-0001-6886-1454,https://scholar.google.com/scholar?q=%22Andrew+E.+Jaffe%22+%22Johns+Hopkins+University%22+single+cell+spatial+transcriptomics,70,"OpenAlex author profile retrieved 2026-06-19; Scholar URL is a search link, not a verified author profile.",39880,,Transcriptome-scale spatial gene expression in the human dorsolateral prefrontal cortex | Nature Neuroscience | 2021 | OpenAlex citations: 1223 | Work URL: https://openalex.org/W3126958162,OpenAlex API topic filter topics.id:T11289; from_publication_date >= 2021-01-01; type=article; sorted by cited_by_count; selected last named author with OpenAlex author id; title relevance filter applied.,"Real demo row generated from OpenAlex on 2026-06-19. Institution is the source-stated authorship institution for the selected work, not a verified current role. Homepage, age, honors, and hiring status were not manually verified; use the source links and Scholar search before outreach.",Nature Neuroscience; OpenAlex topic: Single-cell and spatial transcriptomics; spatial transcriptomics,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""Transcriptome-scale spatial gene expression in the human dorsolateral prefrontal cortex"" (Nature Neuroscience, 2021; 1223 OpenAlex citations). Evidence filters are concrete source/topic labels: Nature Neuroscience, OpenAlex topic: Single-cell and spatial transcriptomics, spatial transcriptomics.",,,,
2026-06-19T00:00:00+00:00,openalex_spatial_single_cell_demo_20260619,Computational and Structural Biotechnology Journal (2021),https://openalex.org/W3174072032,publication_source,person,Santiago J. Carmona,,SIB Swiss Institute of Bioinformatics,,Switzerland,"OpenAlex links this researcher to ""Single-cell and spatial transcriptomics"". Demo candidate selected as last-named author on ""UCell: Robust and scalable single-cell gene signature scoring"" (Computational and Structural Biotechnology Journal, 2021; 1050 OpenAlex citations).",single-cell biology; genomics; biomedical atlas; spatial transcriptomics,,https://orcid.org/0000-0002-2495-0671,https://scholar.google.com/scholar?q=%22Santiago+J.+Carmona%22+%22SIB+Swiss+Institute+of+Bioinformatics%22+single+cell+spatial+transcriptomics,28,"OpenAlex author profile retrieved 2026-06-19; Scholar URL is a search link, not a verified author profile.",6083,,UCell: Robust and scalable single-cell gene signature scoring | Computational and Structural Biotechnology Journal | 2021 | OpenAlex citations: 1050 | Work URL: https://openalex.org/W3174072032,OpenAlex API topic filter topics.id:T11289; from_publication_date >= 2021-01-01; type=article; sorted by cited_by_count; selected last named author with OpenAlex author id; title relevance filter applied.,"Real demo row generated from OpenAlex on 2026-06-19. Institution is the source-stated authorship institution for the selected work, not a verified current role. Homepage, age, honors, and hiring status were not manually verified; use the source links and Scholar search before outreach.",Computational and Structural Biotechnology Journal; OpenAlex topic: Single-cell and spatial transcriptomics,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""UCell: Robust and scalable single-cell gene signature scoring"" (Computational and Structural Biotechnology Journal, 2021; 1050 OpenAlex citations). Evidence filters are concrete source/topic labels: Computational and Structural Biotechnology Journal, OpenAlex topic: Single-cell and spatial transcriptomics.",,,,
2026-06-19T00:00:00+00:00,openalex_spatial_single_cell_demo_20260619,Nature Methods (2024),https://openalex.org/W4392168151,publication_source,person,Bo Wang,,University Health Network,,Canada,"OpenAlex links this researcher to ""Single-cell and spatial transcriptomics"". Demo candidate selected as last-named author on ""scGPT: toward building a foundation model for single-cell multi-omics using generative AI"" (Nature Methods, 2024; 1029 OpenAlex citations).",single-cell biology; single-cell multiomics; genomics; computational biology; spatial transcriptomics,,https://orcid.org/0000-0002-9620-3413,https://scholar.google.com/scholar?q=%22Bo+Wang%22+%22University+Health+Network%22+single+cell+spatial+transcriptomics,72,"OpenAlex author profile retrieved 2026-06-19; Scholar URL is a search link, not a verified author profile.",29146,,scGPT: toward building a foundation model for single-cell multi-omics using generative AI | Nature Methods | 2024 | OpenAlex citations: 1029 | Work URL: https://openalex.org/W4392168151,OpenAlex API topic filter topics.id:T11289; from_publication_date >= 2021-01-01; type=article; sorted by cited_by_count; selected last named author with OpenAlex author id; title relevance filter applied.,"Real demo row generated from OpenAlex on 2026-06-19. Institution is the source-stated authorship institution for the selected work, not a verified current role. Homepage, age, honors, and hiring status were not manually verified; use the source links and Scholar search before outreach.",Nature Methods; OpenAlex topic: Single-cell and spatial transcriptomics; single-cell multiomics,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""scGPT: toward building a foundation model for single-cell multi-omics using generative AI"" (Nature Methods, 2024; 1029 OpenAlex citations). Evidence filters are concrete source/topic labels: Nature Methods, OpenAlex topic: Single-cell and spatial transcriptomics, single-cell multiomics.",,,,
2026-06-19T00:00:00+00:00,openalex_spatial_single_cell_demo_20260619,Nature Biotechnology (2021),https://openalex.org/W3165120573,publication_source,person,Raphaël Gottardo,,Cape Town HVTN Immunology Laboratory / Hutchinson Centre Research Institute of South Africa,,South Africa,"OpenAlex links this researcher to ""Single-cell and spatial transcriptomics"". Demo candidate selected as last-named author on ""Spatial transcriptomics at subspot resolution with BayesSpace"" (Nature Biotechnology, 2021; 1019 OpenAlex citations).",spatial transcriptomics; single-cell biology; genomics; biomedical atlas,,https://orcid.org/0000-0002-3867-0232,https://scholar.google.com/scholar?q=%22Rapha%C3%ABl+Gottardo%22+%22Cape+Town+HVTN+Immunology+Laboratory+%2F+Hutchinson+Centre+Research+Institute+of+South+Africa%22+single+cell+spatial+transcriptomics,69,"OpenAlex author profile retrieved 2026-06-19; Scholar URL is a search link, not a verified author profile.",43030,,Spatial transcriptomics at subspot resolution with BayesSpace | Nature Biotechnology | 2021 | OpenAlex citations: 1019 | Work URL: https://openalex.org/W3165120573,OpenAlex API topic filter topics.id:T11289; from_publication_date >= 2021-01-01; type=article; sorted by cited_by_count; selected last named author with OpenAlex author id; title relevance filter applied.,"Real demo row generated from OpenAlex on 2026-06-19. Institution is the source-stated authorship institution for the selected work, not a verified current role. Homepage, age, honors, and hiring status were not manually verified; use the source links and Scholar search before outreach.",Nature Biotechnology; OpenAlex topic: Single-cell and spatial transcriptomics; spatial transcriptomics,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""Spatial transcriptomics at subspot resolution with BayesSpace"" (Nature Biotechnology, 2021; 1019 OpenAlex citations). Evidence filters are concrete source/topic labels: Nature Biotechnology, OpenAlex topic: Single-cell and spatial transcriptomics, spatial transcriptomics.",,,,
2026-06-19T00:00:00+00:00,openalex_spatial_single_cell_demo_20260619,Nature Biotechnology (2021),https://openalex.org/W3123988232,publication_source,person,Nicholas E. Navin,,The University of Texas MD Anderson Cancer Center,,United States,"OpenAlex links this researcher to ""Single-cell and spatial transcriptomics"". Demo candidate selected as last-named author on ""Delineating copy number and clonal substructure in human tumors from single-cell transcriptomes"" (Nature Biotechnology, 2021; 987 OpenAlex citations).",single-cell biology; biomedical atlas; genomics; spatial transcriptomics,,https://orcid.org/0000-0002-2106-8624,https://scholar.google.com/scholar?q=%22Nicholas+E.+Navin%22+%22The+University+of+Texas+MD+Anderson+Cancer+Center%22+single+cell+spatial+transcriptomics,55,"OpenAlex author profile retrieved 2026-06-19; Scholar URL is a search link, not a verified author profile.",21493,,Delineating copy number and clonal substructure in human tumors from single-cell transcriptomes | Nature Biotechnology | 2021 | OpenAlex citations: 987 | Work URL: https://openalex.org/W3123988232,OpenAlex API topic filter topics.id:T11289; from_publication_date >= 2021-01-01; type=article; sorted by cited_by_count; selected last named author with OpenAlex author id; title relevance filter applied.,"Real demo row generated from OpenAlex on 2026-06-19. Institution is the source-stated authorship institution for the selected work, not a verified current role. Homepage, age, honors, and hiring status were not manually verified; use the source links and Scholar search before outreach.",Nature Biotechnology; OpenAlex topic: Single-cell and spatial transcriptomics,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""Delineating copy number and clonal substructure in human tumors from single-cell transcriptomes"" (Nature Biotechnology, 2021; 987 OpenAlex citations). Evidence filters are concrete source/topic labels: Nature Biotechnology, OpenAlex topic: Single-cell and spatial transcriptomics.",,,,
2026-06-19T00:00:00+00:00,openalex_spatial_single_cell_demo_20260619,Nature Protocols (2024),https://openalex.org/W4402604581,publication_source,person,Qing Nie,,"University of California, Irvine",,United States,"OpenAlex links this researcher to ""Single-cell and spatial transcriptomics"". Demo candidate selected as last-named author on ""CellChat for systematic analysis of cell–cell communication from single-cell transcriptomics"" (Nature Protocols, 2024; 982 OpenAlex citations).",single-cell biology; computational biology; spatial transcriptomics; genomics; developmental biology,,https://orcid.org/0000-0002-8804-3368,https://scholar.google.com/scholar?q=%22Qing+Nie%22+%22University+of+California%2C+Irvine%22+single+cell+spatial+transcriptomics,66,"OpenAlex author profile retrieved 2026-06-19; Scholar URL is a search link, not a verified author profile.",27770,,CellChat for systematic analysis of cell–cell communication from single-cell transcriptomics | Nature Protocols | 2024 | OpenAlex citations: 982 | Work URL: https://openalex.org/W4402604581,OpenAlex API topic filter topics.id:T11289; from_publication_date >= 2021-01-01; type=article; sorted by cited_by_count; selected last named author with OpenAlex author id; title relevance filter applied.,"Real demo row generated from OpenAlex on 2026-06-19. Institution is the source-stated authorship institution for the selected work, not a verified current role. Homepage, age, honors, and hiring status were not manually verified; use the source links and Scholar search before outreach.",Nature Protocols; OpenAlex topic: Single-cell and spatial transcriptomics,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""CellChat for systematic analysis of cell–cell communication from single-cell transcriptomics"" (Nature Protocols, 2024; 982 OpenAlex citations). Evidence filters are concrete source/topic labels: Nature Protocols, OpenAlex topic: Single-cell and spatial transcriptomics.",,,,
2026-06-19T00:00:00+00:00,openalex_spatial_single_cell_demo_20260619,Nature Communications (2021),https://openalex.org/W3202649987,publication_source,person,Grégoire Courtine,,École Polytechnique Fédérale de Lausanne,,Switzerland,"OpenAlex links this researcher to ""Single-cell and spatial transcriptomics"". Demo candidate selected as last-named author on ""Confronting false discoveries in single-cell differential expression"" (Nature Communications, 2021; 981 OpenAlex citations).",single-cell biology; computational biology,,https://orcid.org/0000-0002-5744-4142,https://scholar.google.com/scholar?q=%22Gr%C3%A9goire+Courtine%22+%22%C3%89cole+Polytechnique+F%C3%A9d%C3%A9rale+de+Lausanne%22+single+cell+spatial+transcriptomics,73,"OpenAlex author profile retrieved 2026-06-19; Scholar URL is a search link, not a verified author profile.",21741,,Confronting false discoveries in single-cell differential expression | Nature Communications | 2021 | OpenAlex citations: 981 | Work URL: https://openalex.org/W3202649987,OpenAlex API topic filter topics.id:T11289; from_publication_date >= 2021-01-01; type=article; sorted by cited_by_count; selected last named author with OpenAlex author id; title relevance filter applied.,"Real demo row generated from OpenAlex on 2026-06-19. Institution is the source-stated authorship institution for the selected work, not a verified current role. Homepage, age, honors, and hiring status were not manually verified; use the source links and Scholar search before outreach.",Nature Communications; OpenAlex topic: Single-cell and spatial transcriptomics,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""Confronting false discoveries in single-cell differential expression"" (Nature Communications, 2021; 981 OpenAlex citations). Evidence filters are concrete source/topic labels: Nature Communications, OpenAlex topic: Single-cell and spatial transcriptomics.",,,,
2026-06-19T00:00:00+00:00,openalex_spatial_single_cell_demo_20260619,Cell (2021),https://openalex.org/W3128961456,publication_source,person,Zemin Zhang,,Center for Life Sciences,,China,"OpenAlex links this researcher to ""Single-cell and spatial transcriptomics"". Demo candidate selected as last-named author on ""COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas"" (Cell, 2021; 930 OpenAlex citations).",single-cell biology; cell atlas; biomedical atlas; genomics; spatial transcriptomics,,https://orcid.org/0000-0002-3182-7153,https://scholar.google.com/scholar?q=%22Zemin+Zhang%22+%22Center+for+Life+Sciences%22+single+cell+spatial+transcriptomics,73,"OpenAlex author profile retrieved 2026-06-19; Scholar URL is a search link, not a verified author profile.",53092,,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas | Cell | 2021 | OpenAlex citations: 930 | Work URL: https://openalex.org/W3128961456,OpenAlex API topic filter topics.id:T11289; from_publication_date >= 2021-01-01; type=article; sorted by cited_by_count; selected last named author with OpenAlex author id; title relevance filter applied.,"Real demo row generated from OpenAlex on 2026-06-19. Institution is the source-stated authorship institution for the selected work, not a verified current role. Homepage, age, honors, and hiring status were not manually verified; use the source links and Scholar search before outreach.",Cell; OpenAlex topic: Single-cell and spatial transcriptomics,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas"" (Cell, 2021; 930 OpenAlex citations). Evidence filters are concrete source/topic labels: Cell, OpenAlex topic: Single-cell and spatial transcriptomics.",,,,
2026-06-19T00:00:00+00:00,openalex_spatial_single_cell_demo_20260619,Nature Biotechnology (2021),https://openalex.org/W3203496375,publication_source,person,John C. Marioni,,European Bioinformatics Institute,,United Kingdom,"OpenAlex links this researcher to ""Single-cell and spatial transcriptomics"". Demo candidate selected as last-named author on ""Differential abundance testing on single-cell data using k-nearest neighbor graphs"" (Nature Biotechnology, 2021; 920 OpenAlex citations).",single-cell biology; spatial transcriptomics; computational biology; genomics; biomedical atlas,,https://orcid.org/0000-0001-9092-0852,https://scholar.google.com/scholar?q=%22John+C.+Marioni%22+%22European+Bioinformatics+Institute%22+single+cell+spatial+transcriptomics,103,"OpenAlex author profile retrieved 2026-06-19; Scholar URL is a search link, not a verified author profile.",57205,,Differential abundance testing on single-cell data using k-nearest neighbor graphs | Nature Biotechnology | 2021 | OpenAlex citations: 920 | Work URL: https://openalex.org/W3203496375,OpenAlex API topic filter topics.id:T11289; from_publication_date >= 2021-01-01; type=article; sorted by cited_by_count; selected last named author with OpenAlex author id; title relevance filter applied.,"Real demo row generated from OpenAlex on 2026-06-19. Institution is the source-stated authorship institution for the selected work, not a verified current role. Homepage, age, honors, and hiring status were not manually verified; use the source links and Scholar search before outreach.",Nature Biotechnology; OpenAlex topic: Single-cell and spatial transcriptomics,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""Differential abundance testing on single-cell data using k-nearest neighbor graphs"" (Nature Biotechnology, 2021; 920 OpenAlex citations). Evidence filters are concrete source/topic labels: Nature Biotechnology, OpenAlex topic: Single-cell and spatial transcriptomics.",,,,
2026-06-19T00:00:00+00:00,openalex_spatial_single_cell_demo_20260619,Nature Methods (2021),https://openalex.org/W3208940117,publication_source,person,Aviv Regev,,Broad Institute,,United States,"OpenAlex links this researcher to ""Single-cell and spatial transcriptomics"". Demo candidate selected as last-named author on ""Deep learning and alignment of spatially resolved single-cell transcriptomes with Tangram"" (Nature Methods, 2021; 892 OpenAlex citations).",spatial transcriptomics; single-cell biology; genomics; biomedical atlas; computational biology,,https://orcid.org/0000-0003-3293-3158,https://scholar.google.com/scholar?q=%22Aviv+Regev%22+%22Broad+Institute%22+single+cell+spatial+transcriptomics,209,"OpenAlex author profile retrieved 2026-06-19; Scholar URL is a search link, not a verified author profile.",229417,,Deep learning and alignment of spatially resolved single-cell transcriptomes with Tangram | Nature Methods | 2021 | OpenAlex citations: 892 | Work URL: https://openalex.org/W3208940117,OpenAlex API topic filter topics.id:T11289; from_publication_date >= 2021-01-01; type=article; sorted by cited_by_count; selected last named author with OpenAlex author id; title relevance filter applied.,"Real demo row generated from OpenAlex on 2026-06-19. Institution is the source-stated authorship institution for the selected work, not a verified current role. Homepage, age, honors, and hiring status were not manually verified; use the source links and Scholar search before outreach.",Nature Methods; OpenAlex topic: Single-cell and spatial transcriptomics; spatial transcriptomics,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""Deep learning and alignment of spatially resolved single-cell transcriptomes with Tangram"" (Nature Methods, 2021; 892 OpenAlex citations). Evidence filters are concrete source/topic labels: Nature Methods, OpenAlex topic: Single-cell and spatial transcriptomics, spatial transcriptomics.",,,,
2026-06-19T00:00:00+00:00,openalex_spatial_single_cell_demo_20260619,Genome biology (2021),https://openalex.org/W3119507732,publication_source,person,Lihua Zhang,,"University of California, Irvine",,United States,"OpenAlex links this researcher to ""Single-cell and spatial transcriptomics"". Demo candidate selected as last-named author on ""scMC learns biological variation through the alignment of multiple single-cell genomics datasets"" (Genome biology, 2021; 864 OpenAlex citations).",single-cell biology; genomics; spatial transcriptomics; biomedical atlas; single-cell multiomics,,https://orcid.org/0000-0001-7841-5562,https://scholar.google.com/scholar?q=%22Lihua+Zhang%22+%22University+of+California%2C+Irvine%22+single+cell+spatial+transcriptomics,9,"OpenAlex author profile retrieved 2026-06-19; Scholar URL is a search link, not a verified author profile.",9764,,scMC learns biological variation through the alignment of multiple single-cell genomics datasets | Genome biology | 2021 | OpenAlex citations: 864 | Work URL: https://openalex.org/W3119507732,OpenAlex API topic filter topics.id:T11289; from_publication_date >= 2021-01-01; type=article; sorted by cited_by_count; selected last named author with OpenAlex author id; title relevance filter applied.,"Real demo row generated from OpenAlex on 2026-06-19. Institution is the source-stated authorship institution for the selected work, not a verified current role. Homepage, age, honors, and hiring status were not manually verified; use the source links and Scholar search before outreach.",Genome biology; OpenAlex topic: Single-cell and spatial transcriptomics,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""scMC learns biological variation through the alignment of multiple single-cell genomics datasets"" (Genome biology, 2021; 864 OpenAlex citations). Evidence filters are concrete source/topic labels: Genome biology, OpenAlex topic: Single-cell and spatial transcriptomics.",,,,
2026-06-19T00:00:00+00:00,openalex_spatial_single_cell_demo_20260619,Nature Medicine (2021),https://openalex.org/W3153732845,publication_source,person,Muzlifah Haniffa,,Newcastle College,,United Kingdom,"OpenAlex links this researcher to ""Single-cell and spatial transcriptomics"". Demo candidate selected as last-named author on ""Single-cell multi-omics analysis of the immune response in COVID-19"" (Nature Medicine, 2021; 827 OpenAlex citations).",single-cell biology; single-cell multiomics; computational biology; biomedical atlas; spatial transcriptomics,,https://orcid.org/0000-0002-3927-2084,https://scholar.google.com/scholar?q=%22Muzlifah+Haniffa%22+%22Newcastle+College%22+single+cell+spatial+transcriptomics,80,"OpenAlex author profile retrieved 2026-06-19; Scholar URL is a search link, not a verified author profile.",31582,,Single-cell multi-omics analysis of the immune response in COVID-19 | Nature Medicine | 2021 | OpenAlex citations: 827 | Work URL: https://openalex.org/W3153732845,OpenAlex API topic filter topics.id:T11289; from_publication_date >= 2021-01-01; type=article; sorted by cited_by_count; selected last named author with OpenAlex author id; title relevance filter applied.,"Real demo row generated from OpenAlex on 2026-06-19. Institution is the source-stated authorship institution for the selected work, not a verified current role. Homepage, age, honors, and hiring status were not manually verified; use the source links and Scholar search before outreach.",Nature Medicine; OpenAlex topic: Single-cell and spatial transcriptomics; single-cell multiomics,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""Single-cell multi-omics analysis of the immune response in COVID-19"" (Nature Medicine, 2021; 827 OpenAlex citations). Evidence filters are concrete source/topic labels: Nature Medicine, OpenAlex topic: Single-cell and spatial transcriptomics, single-cell multiomics.",,,,
2026-06-19T00:00:00+00:00,openalex_spatial_single_cell_demo_20260619,Nature Methods (2023),https://openalex.org/W4385638791,publication_source,person,Mehrtash Babadi,,Broad Institute,,United States,"OpenAlex links this researcher to ""Single-cell and spatial transcriptomics"". Demo candidate selected as last-named author on ""Unsupervised removal of systematic background noise from droplet-based single-cell experiments using CellBender"" (Nature Methods, 2023; 809 OpenAlex citations).",single-cell biology; spatial transcriptomics; computational biology; genomics; biomedical atlas,,https://orcid.org/0000-0003-1829-8397,https://scholar.google.com/scholar?q=%22Mehrtash+Babadi%22+%22Broad+Institute%22+single+cell+spatial+transcriptomics,23,"OpenAlex author profile retrieved 2026-06-19; Scholar URL is a search link, not a verified author profile.",5164,,Unsupervised removal of systematic background noise from droplet-based single-cell experiments using CellBender | Nature Methods | 2023 | OpenAlex citations: 809 | Work URL: https://openalex.org/W4385638791,OpenAlex API topic filter topics.id:T11289; from_publication_date >= 2021-01-01; type=article; sorted by cited_by_count; selected last named author with OpenAlex author id; title relevance filter applied.,"Real demo row generated from OpenAlex on 2026-06-19. Institution is the source-stated authorship institution for the selected work, not a verified current role. Homepage, age, honors, and hiring status were not manually verified; use the source links and Scholar search before outreach.",Nature Methods; OpenAlex topic: Single-cell and spatial transcriptomics,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""Unsupervised removal of systematic background noise from droplet-based single-cell experiments using CellBender"" (Nature Methods, 2023; 809 OpenAlex citations). Evidence filters are concrete source/topic labels: Nature Methods, OpenAlex topic: Single-cell and spatial transcriptomics.",,,,
2026-06-19T00:00:00+00:00,openalex_spatial_single_cell_demo_20260619,Nature Communications (2021),https://openalex.org/W3189383967,publication_source,person,Caicun Zhou,,Tongji University,,China,"OpenAlex links this researcher to ""Single-cell and spatial transcriptomics"". Demo candidate selected as last-named author on ""Single-cell profiling of tumor heterogeneity and the microenvironment in advanced non-small cell lung cancer"" (Nature Communications, 2021; 799 OpenAlex citations).",single-cell biology; genomics; biomedical atlas,,https://orcid.org/0000-0002-6958-0766,https://scholar.google.com/scholar?q=%22Caicun+Zhou%22+%22Tongji+University%22+single+cell+spatial+transcriptomics,51,"OpenAlex author profile retrieved 2026-06-19; Scholar URL is a search link, not a verified author profile.",11818,,Single-cell profiling of tumor heterogeneity and the microenvironment in advanced non-small cell lung cancer | Nature Communications | 2021 | OpenAlex citations: 799 | Work URL: https://openalex.org/W3189383967,OpenAlex API topic filter topics.id:T11289; from_publication_date >= 2021-01-01; type=article; sorted by cited_by_count; selected last named author with OpenAlex author id; title relevance filter applied.,"Real demo row generated from OpenAlex on 2026-06-19. Institution is the source-stated authorship institution for the selected work, not a verified current role. Homepage, age, honors, and hiring status were not manually verified; use the source links and Scholar search before outreach.",Nature Communications; OpenAlex topic: Single-cell and spatial transcriptomics,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""Single-cell profiling of tumor heterogeneity and the microenvironment in advanced non-small cell lung cancer"" (Nature Communications, 2021; 799 OpenAlex citations). Evidence filters are concrete source/topic labels: Nature Communications, OpenAlex topic: Single-cell and spatial transcriptomics.",,,,
2026-06-19T00:00:00+00:00,openalex_spatial_single_cell_demo_20260619,Nature Communications (2022),https://openalex.org/W4221065117,publication_source,person,Tero Aittokallio,,Oslo University Hospital,,Norway,"OpenAlex links this researcher to ""Single-cell and spatial transcriptomics"". Demo candidate selected as last-named author on ""Fully-automated and ultra-fast cell-type identification using specific marker combinations from single-cell transcriptomic data"" (Nature Communications, 2022; 783 OpenAlex citations).",single-cell biology; computational biology; genomics; biomedical atlas,,https://orcid.org/0000-0002-0886-9769,https://scholar.google.com/scholar?q=%22Tero+Aittokallio%22+%22Oslo+University+Hospital%22+single+cell+spatial+transcriptomics,74,"OpenAlex author profile retrieved 2026-06-19; Scholar URL is a search link, not a verified author profile.",20554,,Fully-automated and ultra-fast cell-type identification using specific marker combinations from single-cell transcriptomic data | Nature Communications | 2022 | OpenAlex citations: 783 | Work URL: https://openalex.org/W4221065117,OpenAlex API topic filter topics.id:T11289; from_publication_date >= 2021-01-01; type=article; sorted by cited_by_count; selected last named author with OpenAlex author id; title relevance filter applied.,"Real demo row generated from OpenAlex on 2026-06-19. Institution is the source-stated authorship institution for the selected work, not a verified current role. Homepage, age, honors, and hiring status were not manually verified; use the source links and Scholar search before outreach.",Nature Communications; OpenAlex topic: Single-cell and spatial transcriptomics,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""Fully-automated and ultra-fast cell-type identification using specific marker combinations from single-cell transcriptomic data"" (Nature Communications, 2022; 783 OpenAlex citations). Evidence filters are concrete source/topic labels: Nature Communications, OpenAlex topic: Single-cell and spatial transcriptomics.",,,,
