retrieved_at,source_batch,source_name,source_url,all_source_urls,all_source_names,name,role_title,institution,department_or_group,country,summary_text,domain_tags,homepage_url,orcid_url,scholar_url,openalex_url,semantic_scholar_url,h_index,citation_count,metric_source,honors,target_venue_exact,target_venue_family,target_publication_evidence,relevance_status,relevance_reason,relevance_evidence,notes,evidence_items,evidence_summary,birth_year,age,age_as_of,age_evidence
2026-06-19T00:00:00+00:00,openalex_spatial_single_cell_demo_20260619,OpenAlex topic T11289: Single-cell and spatial transcriptomics,https://openalex.org/A5101966652,https://openalex.org/A5101966652; https://openalex.org/W4200468913; https://doi.org/10.1126/science.abe6474,OpenAlex author profile: Xueda Hu; OpenAlex work: Pan-cancer single-cell landscape of tumor-infiltrating T cells; DOI landing page: Pan-cancer single-cell landscape of tumor-infiltrating T cells,Xueda Hu,,Peking University,,China,"OpenAlex links this researcher to ""Single-cell and spatial transcriptomics"". Demo candidate selected as last-named author on ""Pan-cancer single-cell landscape of tumor-infiltrating T cells"" (Science, 2021; 1385 OpenAlex citations).",single-cell biology; biomedical atlas; spatial transcriptomics; genomics,,https://orcid.org/0000-0002-8705-1518,https://scholar.google.com/scholar?q=%22Xueda+Hu%22+%22Peking+University%22+single+cell+spatial+transcriptomics,https://openalex.org/A5101966652,,29,18421,"OpenAlex author profile retrieved 2026-06-19; Scholar URL is a search link, not a verified author profile.",,,,,include,openalex_topic_last_author,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""Pan-cancer single-cell landscape of tumor-infiltrating T cells"" (Science, 2021; 1385 OpenAlex citations). Evidence filters are concrete source/topic labels: Science, OpenAlex topic: Single-cell and spatial transcriptomics.","Real demo row generated from OpenAlex on 2026-06-19. Institution is the source-stated authorship institution for the selected work, not a verified current role. Homepage, age, honors, and hiring status were not manually verified; use the source links and Scholar search before outreach.",Science; OpenAlex topic: Single-cell and spatial transcriptomics,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""Pan-cancer single-cell landscape of tumor-infiltrating T cells"" (Science, 2021; 1385 OpenAlex citations). Evidence filters are concrete source/topic labels: Science, OpenAlex topic: Single-cell and spatial transcriptomics.",,,,
2026-06-19T00:00:00+00:00,openalex_spatial_single_cell_demo_20260619,OpenAlex topic T11289: Single-cell and spatial transcriptomics,https://openalex.org/A5100457273,https://openalex.org/A5100457273; https://openalex.org/W4307432965; https://doi.org/10.1093/nar/gkac947,OpenAlex author profile: Yunpeng Zhang; OpenAlex work: CellMarker 2.0: an updated database of manually curated cell markers in human/mouse and web tools based on scRNA-seq data; DOI landing page: CellMarker 2.0: an updated database of manually curated cell markers in human/mouse and web tools based on scRNA-seq data,Yunpeng Zhang,,Harbin Medical University,,China,"OpenAlex links this researcher to ""Single-cell and spatial transcriptomics"". Demo candidate selected as last-named author on ""CellMarker 2.0: an updated database of manually curated cell markers in human/mouse and web tools based on scRNA-seq data"" (Nucleic Acids Research, 2022; 1226 OpenAlex citations).",computational biology; genomics,,https://orcid.org/0000-0001-6208-9571,https://scholar.google.com/scholar?q=%22Yunpeng+Zhang%22+%22Harbin+Medical+University%22+single+cell+spatial+transcriptomics,https://openalex.org/A5100457273,,17,2086,"OpenAlex author profile retrieved 2026-06-19; Scholar URL is a search link, not a verified author profile.",,,,,include,openalex_topic_last_author,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""CellMarker 2.0: an updated database of manually curated cell markers in human/mouse and web tools based on scRNA-seq data"" (Nucleic Acids Research, 2022; 1226 OpenAlex citations). Evidence filters are concrete source/topic labels: Nucleic Acids Research, OpenAlex topic: Single-cell and spatial transcriptomics, single-cell RNA sequencing.","Real demo row generated from OpenAlex on 2026-06-19. Institution is the source-stated authorship institution for the selected work, not a verified current role. Homepage, age, honors, and hiring status were not manually verified; use the source links and Scholar search before outreach.",Nucleic Acids Research; OpenAlex topic: Single-cell and spatial transcriptomics; single-cell RNA sequencing,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""CellMarker 2.0: an updated database of manually curated cell markers in human/mouse and web tools based on scRNA-seq data"" (Nucleic Acids Research, 2022; 1226 OpenAlex citations). Evidence filters are concrete source/topic labels: Nucleic Acids Research, OpenAlex topic: Single-cell and spatial transcriptomics, single-cell RNA sequencing.",,,,
2026-06-19T00:00:00+00:00,openalex_spatial_single_cell_demo_20260619,OpenAlex topic T11289: Single-cell and spatial transcriptomics,https://openalex.org/A5009097778,https://openalex.org/A5009097778; https://openalex.org/W4205817967; https://doi.org/10.1038/s41587-021-01139-4,OpenAlex author profile: Omer Ali Bayraktar; OpenAlex work: Cell2location maps fine-grained cell types in spatial transcriptomics; DOI landing page: Cell2location maps fine-grained cell types in spatial transcriptomics,Omer Ali Bayraktar,,Wellcome Sanger Institute,,United Kingdom,"OpenAlex links this researcher to ""Single-cell and spatial transcriptomics"". Demo candidate selected as last-named author on ""Cell2location maps fine-grained cell types in spatial transcriptomics"" (Nature Biotechnology, 2022; 1226 OpenAlex citations).",spatial transcriptomics; single-cell biology; computational biology; biomedical atlas; genomics,,https://orcid.org/0000-0001-6055-277X,https://scholar.google.com/scholar?q=%22Omer+Ali+Bayraktar%22+%22Wellcome+Sanger+Institute%22+single+cell+spatial+transcriptomics,https://openalex.org/A5009097778,,37,12938,"OpenAlex author profile retrieved 2026-06-19; Scholar URL is a search link, not a verified author profile.",,,,,include,openalex_topic_last_author,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""Cell2location maps fine-grained cell types in spatial transcriptomics"" (Nature Biotechnology, 2022; 1226 OpenAlex citations). Evidence filters are concrete source/topic labels: Nature Biotechnology, OpenAlex topic: Single-cell and spatial transcriptomics, spatial transcriptomics.","Real demo row generated from OpenAlex on 2026-06-19. Institution is the source-stated authorship institution for the selected work, not a verified current role. Homepage, age, honors, and hiring status were not manually verified; use the source links and Scholar search before outreach.",Nature Biotechnology; OpenAlex topic: Single-cell and spatial transcriptomics; spatial transcriptomics,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""Cell2location maps fine-grained cell types in spatial transcriptomics"" (Nature Biotechnology, 2022; 1226 OpenAlex citations). Evidence filters are concrete source/topic labels: Nature Biotechnology, OpenAlex topic: Single-cell and spatial transcriptomics, spatial transcriptomics.",,,,
2026-06-19T00:00:00+00:00,openalex_spatial_single_cell_demo_20260619,OpenAlex topic T11289: Single-cell and spatial transcriptomics,https://openalex.org/A5055206246,https://openalex.org/A5055206246; https://openalex.org/W3126958162; https://doi.org/10.1038/s41593-020-00787-0,OpenAlex author profile: Andrew E. Jaffe; OpenAlex work: Transcriptome-scale spatial gene expression in the human dorsolateral prefrontal cortex; DOI landing page: Transcriptome-scale spatial gene expression in the human dorsolateral prefrontal cortex,Andrew E. Jaffe,,Johns Hopkins University,,United States,"OpenAlex links this researcher to ""Single-cell and spatial transcriptomics"". Demo candidate selected as last-named author on ""Transcriptome-scale spatial gene expression in the human dorsolateral prefrontal cortex"" (Nature Neuroscience, 2021; 1223 OpenAlex citations).",spatial transcriptomics; genomics; biomedical atlas; single-cell biology,,https://orcid.org/0000-0001-6886-1454,https://scholar.google.com/scholar?q=%22Andrew+E.+Jaffe%22+%22Johns+Hopkins+University%22+single+cell+spatial+transcriptomics,https://openalex.org/A5055206246,,70,39880,"OpenAlex author profile retrieved 2026-06-19; Scholar URL is a search link, not a verified author profile.",,,,,include,openalex_topic_last_author,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""Transcriptome-scale spatial gene expression in the human dorsolateral prefrontal cortex"" (Nature Neuroscience, 2021; 1223 OpenAlex citations). Evidence filters are concrete source/topic labels: Nature Neuroscience, OpenAlex topic: Single-cell and spatial transcriptomics, spatial transcriptomics.","Real demo row generated from OpenAlex on 2026-06-19. Institution is the source-stated authorship institution for the selected work, not a verified current role. Homepage, age, honors, and hiring status were not manually verified; use the source links and Scholar search before outreach.",Nature Neuroscience; OpenAlex topic: Single-cell and spatial transcriptomics; spatial transcriptomics,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""Transcriptome-scale spatial gene expression in the human dorsolateral prefrontal cortex"" (Nature Neuroscience, 2021; 1223 OpenAlex citations). Evidence filters are concrete source/topic labels: Nature Neuroscience, OpenAlex topic: Single-cell and spatial transcriptomics, spatial transcriptomics.",,,,
2026-06-19T00:00:00+00:00,openalex_spatial_single_cell_demo_20260619,OpenAlex topic T11289: Single-cell and spatial transcriptomics,https://openalex.org/A5009921267,https://openalex.org/A5009921267; https://openalex.org/W3174072032; https://doi.org/10.1016/j.csbj.2021.06.043,OpenAlex author profile: Santiago J. Carmona; OpenAlex work: UCell: Robust and scalable single-cell gene signature scoring; DOI landing page: UCell: Robust and scalable single-cell gene signature scoring,Santiago J. Carmona,,SIB Swiss Institute of Bioinformatics,,Switzerland,"OpenAlex links this researcher to ""Single-cell and spatial transcriptomics"". Demo candidate selected as last-named author on ""UCell: Robust and scalable single-cell gene signature scoring"" (Computational and Structural Biotechnology Journal, 2021; 1050 OpenAlex citations).",single-cell biology; genomics; biomedical atlas; spatial transcriptomics,,https://orcid.org/0000-0002-2495-0671,https://scholar.google.com/scholar?q=%22Santiago+J.+Carmona%22+%22SIB+Swiss+Institute+of+Bioinformatics%22+single+cell+spatial+transcriptomics,https://openalex.org/A5009921267,,28,6083,"OpenAlex author profile retrieved 2026-06-19; Scholar URL is a search link, not a verified author profile.",,,,,include,openalex_topic_last_author,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""UCell: Robust and scalable single-cell gene signature scoring"" (Computational and Structural Biotechnology Journal, 2021; 1050 OpenAlex citations). Evidence filters are concrete source/topic labels: Computational and Structural Biotechnology Journal, OpenAlex topic: Single-cell and spatial transcriptomics.","Real demo row generated from OpenAlex on 2026-06-19. Institution is the source-stated authorship institution for the selected work, not a verified current role. Homepage, age, honors, and hiring status were not manually verified; use the source links and Scholar search before outreach.",Computational and Structural Biotechnology Journal; OpenAlex topic: Single-cell and spatial transcriptomics,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""UCell: Robust and scalable single-cell gene signature scoring"" (Computational and Structural Biotechnology Journal, 2021; 1050 OpenAlex citations). Evidence filters are concrete source/topic labels: Computational and Structural Biotechnology Journal, OpenAlex topic: Single-cell and spatial transcriptomics.",,,,
2026-06-19T00:00:00+00:00,openalex_spatial_single_cell_demo_20260619,OpenAlex topic T11289: Single-cell and spatial transcriptomics,https://openalex.org/A5100408160,https://openalex.org/A5100408160; https://openalex.org/W4392168151; https://doi.org/10.1038/s41592-024-02201-0,OpenAlex author profile: Bo Wang; OpenAlex work: scGPT: toward building a foundation model for single-cell multi-omics using generative AI; DOI landing page: scGPT: toward building a foundation model for single-cell multi-omics using generative AI,Bo Wang,,University Health Network,,Canada,"OpenAlex links this researcher to ""Single-cell and spatial transcriptomics"". Demo candidate selected as last-named author on ""scGPT: toward building a foundation model for single-cell multi-omics using generative AI"" (Nature Methods, 2024; 1029 OpenAlex citations).",single-cell biology; single-cell multiomics; genomics; computational biology; spatial transcriptomics,,https://orcid.org/0000-0002-9620-3413,https://scholar.google.com/scholar?q=%22Bo+Wang%22+%22University+Health+Network%22+single+cell+spatial+transcriptomics,https://openalex.org/A5100408160,,72,29146,"OpenAlex author profile retrieved 2026-06-19; Scholar URL is a search link, not a verified author profile.",,,,,include,openalex_topic_last_author,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""scGPT: toward building a foundation model for single-cell multi-omics using generative AI"" (Nature Methods, 2024; 1029 OpenAlex citations). Evidence filters are concrete source/topic labels: Nature Methods, OpenAlex topic: Single-cell and spatial transcriptomics, single-cell multiomics.","Real demo row generated from OpenAlex on 2026-06-19. Institution is the source-stated authorship institution for the selected work, not a verified current role. Homepage, age, honors, and hiring status were not manually verified; use the source links and Scholar search before outreach.",Nature Methods; OpenAlex topic: Single-cell and spatial transcriptomics; single-cell multiomics,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""scGPT: toward building a foundation model for single-cell multi-omics using generative AI"" (Nature Methods, 2024; 1029 OpenAlex citations). Evidence filters are concrete source/topic labels: Nature Methods, OpenAlex topic: Single-cell and spatial transcriptomics, single-cell multiomics.",,,,
2026-06-19T00:00:00+00:00,openalex_spatial_single_cell_demo_20260619,OpenAlex topic T11289: Single-cell and spatial transcriptomics,https://openalex.org/A5005741024,https://openalex.org/A5005741024; https://openalex.org/W3165120573; https://doi.org/10.1038/s41587-021-00935-2,OpenAlex author profile: Raphaël Gottardo; OpenAlex work: Spatial transcriptomics at subspot resolution with BayesSpace; DOI landing page: Spatial transcriptomics at subspot resolution with BayesSpace,Raphaël Gottardo,,Cape Town HVTN Immunology Laboratory / Hutchinson Centre Research Institute of South Africa,,South Africa,"OpenAlex links this researcher to ""Single-cell and spatial transcriptomics"". Demo candidate selected as last-named author on ""Spatial transcriptomics at subspot resolution with BayesSpace"" (Nature Biotechnology, 2021; 1019 OpenAlex citations).",spatial transcriptomics; single-cell biology; genomics; biomedical atlas,,https://orcid.org/0000-0002-3867-0232,https://scholar.google.com/scholar?q=%22Rapha%C3%ABl+Gottardo%22+%22Cape+Town+HVTN+Immunology+Laboratory+%2F+Hutchinson+Centre+Research+Institute+of+South+Africa%22+single+cell+spatial+transcriptomics,https://openalex.org/A5005741024,,69,43030,"OpenAlex author profile retrieved 2026-06-19; Scholar URL is a search link, not a verified author profile.",,,,,include,openalex_topic_last_author,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""Spatial transcriptomics at subspot resolution with BayesSpace"" (Nature Biotechnology, 2021; 1019 OpenAlex citations). Evidence filters are concrete source/topic labels: Nature Biotechnology, OpenAlex topic: Single-cell and spatial transcriptomics, spatial transcriptomics.","Real demo row generated from OpenAlex on 2026-06-19. Institution is the source-stated authorship institution for the selected work, not a verified current role. Homepage, age, honors, and hiring status were not manually verified; use the source links and Scholar search before outreach.",Nature Biotechnology; OpenAlex topic: Single-cell and spatial transcriptomics; spatial transcriptomics,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""Spatial transcriptomics at subspot resolution with BayesSpace"" (Nature Biotechnology, 2021; 1019 OpenAlex citations). Evidence filters are concrete source/topic labels: Nature Biotechnology, OpenAlex topic: Single-cell and spatial transcriptomics, spatial transcriptomics.",,,,
2026-06-19T00:00:00+00:00,openalex_spatial_single_cell_demo_20260619,OpenAlex topic T11289: Single-cell and spatial transcriptomics,https://openalex.org/A5063693068,https://openalex.org/A5063693068; https://openalex.org/W3123988232; https://doi.org/10.1038/s41587-020-00795-2,OpenAlex author profile: Nicholas E. Navin; OpenAlex work: Delineating copy number and clonal substructure in human tumors from single-cell transcriptomes; DOI landing page: Delineating copy number and clonal substructure in human tumors from single-cell transcriptomes,Nicholas E. Navin,,The University of Texas MD Anderson Cancer Center,,United States,"OpenAlex links this researcher to ""Single-cell and spatial transcriptomics"". Demo candidate selected as last-named author on ""Delineating copy number and clonal substructure in human tumors from single-cell transcriptomes"" (Nature Biotechnology, 2021; 987 OpenAlex citations).",single-cell biology; biomedical atlas; genomics; spatial transcriptomics,,https://orcid.org/0000-0002-2106-8624,https://scholar.google.com/scholar?q=%22Nicholas+E.+Navin%22+%22The+University+of+Texas+MD+Anderson+Cancer+Center%22+single+cell+spatial+transcriptomics,https://openalex.org/A5063693068,,55,21493,"OpenAlex author profile retrieved 2026-06-19; Scholar URL is a search link, not a verified author profile.",,,,,include,openalex_topic_last_author,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""Delineating copy number and clonal substructure in human tumors from single-cell transcriptomes"" (Nature Biotechnology, 2021; 987 OpenAlex citations). Evidence filters are concrete source/topic labels: Nature Biotechnology, OpenAlex topic: Single-cell and spatial transcriptomics.","Real demo row generated from OpenAlex on 2026-06-19. Institution is the source-stated authorship institution for the selected work, not a verified current role. Homepage, age, honors, and hiring status were not manually verified; use the source links and Scholar search before outreach.",Nature Biotechnology; OpenAlex topic: Single-cell and spatial transcriptomics,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""Delineating copy number and clonal substructure in human tumors from single-cell transcriptomes"" (Nature Biotechnology, 2021; 987 OpenAlex citations). Evidence filters are concrete source/topic labels: Nature Biotechnology, OpenAlex topic: Single-cell and spatial transcriptomics.",,,,
2026-06-19T00:00:00+00:00,openalex_spatial_single_cell_demo_20260619,OpenAlex topic T11289: Single-cell and spatial transcriptomics,https://openalex.org/A5076311980,https://openalex.org/A5076311980; https://openalex.org/W4402604581; https://doi.org/10.1038/s41596-024-01045-4,OpenAlex author profile: Qing Nie; OpenAlex work: CellChat for systematic analysis of cell–cell communication from single-cell transcriptomics; DOI landing page: CellChat for systematic analysis of cell–cell communication from single-cell transcriptomics,Qing Nie,,"University of California, Irvine",,United States,"OpenAlex links this researcher to ""Single-cell and spatial transcriptomics"". Demo candidate selected as last-named author on ""CellChat for systematic analysis of cell–cell communication from single-cell transcriptomics"" (Nature Protocols, 2024; 982 OpenAlex citations).",single-cell biology; computational biology; spatial transcriptomics; genomics; developmental biology,,https://orcid.org/0000-0002-8804-3368,https://scholar.google.com/scholar?q=%22Qing+Nie%22+%22University+of+California%2C+Irvine%22+single+cell+spatial+transcriptomics,https://openalex.org/A5076311980,,66,27770,"OpenAlex author profile retrieved 2026-06-19; Scholar URL is a search link, not a verified author profile.",,,,,include,openalex_topic_last_author,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""CellChat for systematic analysis of cell–cell communication from single-cell transcriptomics"" (Nature Protocols, 2024; 982 OpenAlex citations). Evidence filters are concrete source/topic labels: Nature Protocols, OpenAlex topic: Single-cell and spatial transcriptomics.","Real demo row generated from OpenAlex on 2026-06-19. Institution is the source-stated authorship institution for the selected work, not a verified current role. Homepage, age, honors, and hiring status were not manually verified; use the source links and Scholar search before outreach.",Nature Protocols; OpenAlex topic: Single-cell and spatial transcriptomics,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""CellChat for systematic analysis of cell–cell communication from single-cell transcriptomics"" (Nature Protocols, 2024; 982 OpenAlex citations). Evidence filters are concrete source/topic labels: Nature Protocols, OpenAlex topic: Single-cell and spatial transcriptomics.",,,,
2026-06-19T00:00:00+00:00,openalex_spatial_single_cell_demo_20260619,OpenAlex topic T11289: Single-cell and spatial transcriptomics,https://openalex.org/A5018530098,https://openalex.org/A5018530098; https://openalex.org/W3202649987; https://doi.org/10.1038/s41467-021-25960-2,OpenAlex author profile: Grégoire Courtine; OpenAlex work: Confronting false discoveries in single-cell differential expression; DOI landing page: Confronting false discoveries in single-cell differential expression,Grégoire Courtine,,École Polytechnique Fédérale de Lausanne,,Switzerland,"OpenAlex links this researcher to ""Single-cell and spatial transcriptomics"". Demo candidate selected as last-named author on ""Confronting false discoveries in single-cell differential expression"" (Nature Communications, 2021; 981 OpenAlex citations).",single-cell biology; computational biology,,https://orcid.org/0000-0002-5744-4142,https://scholar.google.com/scholar?q=%22Gr%C3%A9goire+Courtine%22+%22%C3%89cole+Polytechnique+F%C3%A9d%C3%A9rale+de+Lausanne%22+single+cell+spatial+transcriptomics,https://openalex.org/A5018530098,,73,21741,"OpenAlex author profile retrieved 2026-06-19; Scholar URL is a search link, not a verified author profile.",,,,,include,openalex_topic_last_author,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""Confronting false discoveries in single-cell differential expression"" (Nature Communications, 2021; 981 OpenAlex citations). Evidence filters are concrete source/topic labels: Nature Communications, OpenAlex topic: Single-cell and spatial transcriptomics.","Real demo row generated from OpenAlex on 2026-06-19. Institution is the source-stated authorship institution for the selected work, not a verified current role. Homepage, age, honors, and hiring status were not manually verified; use the source links and Scholar search before outreach.",Nature Communications; OpenAlex topic: Single-cell and spatial transcriptomics,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""Confronting false discoveries in single-cell differential expression"" (Nature Communications, 2021; 981 OpenAlex citations). Evidence filters are concrete source/topic labels: Nature Communications, OpenAlex topic: Single-cell and spatial transcriptomics.",,,,
2026-06-19T00:00:00+00:00,openalex_spatial_single_cell_demo_20260619,OpenAlex topic T11289: Single-cell and spatial transcriptomics,https://openalex.org/A5060146570,https://openalex.org/A5060146570; https://openalex.org/W3128961456; https://doi.org/10.1016/j.cell.2021.01.053,OpenAlex author profile: Zemin Zhang; OpenAlex work: COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas; DOI landing page: COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,Zemin Zhang,,Center for Life Sciences,,China,"OpenAlex links this researcher to ""Single-cell and spatial transcriptomics"". Demo candidate selected as last-named author on ""COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas"" (Cell, 2021; 930 OpenAlex citations).",single-cell biology; cell atlas; biomedical atlas; genomics; spatial transcriptomics,,https://orcid.org/0000-0002-3182-7153,https://scholar.google.com/scholar?q=%22Zemin+Zhang%22+%22Center+for+Life+Sciences%22+single+cell+spatial+transcriptomics,https://openalex.org/A5060146570,,73,53092,"OpenAlex author profile retrieved 2026-06-19; Scholar URL is a search link, not a verified author profile.",,,,,include,openalex_topic_last_author,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas"" (Cell, 2021; 930 OpenAlex citations). Evidence filters are concrete source/topic labels: Cell, OpenAlex topic: Single-cell and spatial transcriptomics.","Real demo row generated from OpenAlex on 2026-06-19. Institution is the source-stated authorship institution for the selected work, not a verified current role. Homepage, age, honors, and hiring status were not manually verified; use the source links and Scholar search before outreach.",Cell; OpenAlex topic: Single-cell and spatial transcriptomics,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas"" (Cell, 2021; 930 OpenAlex citations). Evidence filters are concrete source/topic labels: Cell, OpenAlex topic: Single-cell and spatial transcriptomics.",,,,
2026-06-19T00:00:00+00:00,openalex_spatial_single_cell_demo_20260619,OpenAlex topic T11289: Single-cell and spatial transcriptomics,https://openalex.org/A5042376614,https://openalex.org/A5042376614; https://openalex.org/W3203496375; https://doi.org/10.1038/s41587-021-01033-z,OpenAlex author profile: John C. Marioni; OpenAlex work: Differential abundance testing on single-cell data using k-nearest neighbor graphs; DOI landing page: Differential abundance testing on single-cell data using k-nearest neighbor graphs,John C. Marioni,,European Bioinformatics Institute,,United Kingdom,"OpenAlex links this researcher to ""Single-cell and spatial transcriptomics"". Demo candidate selected as last-named author on ""Differential abundance testing on single-cell data using k-nearest neighbor graphs"" (Nature Biotechnology, 2021; 920 OpenAlex citations).",single-cell biology; spatial transcriptomics; computational biology; genomics; biomedical atlas,,https://orcid.org/0000-0001-9092-0852,https://scholar.google.com/scholar?q=%22John+C.+Marioni%22+%22European+Bioinformatics+Institute%22+single+cell+spatial+transcriptomics,https://openalex.org/A5042376614,,103,57205,"OpenAlex author profile retrieved 2026-06-19; Scholar URL is a search link, not a verified author profile.",,,,,include,openalex_topic_last_author,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""Differential abundance testing on single-cell data using k-nearest neighbor graphs"" (Nature Biotechnology, 2021; 920 OpenAlex citations). Evidence filters are concrete source/topic labels: Nature Biotechnology, OpenAlex topic: Single-cell and spatial transcriptomics.","Real demo row generated from OpenAlex on 2026-06-19. Institution is the source-stated authorship institution for the selected work, not a verified current role. Homepage, age, honors, and hiring status were not manually verified; use the source links and Scholar search before outreach.",Nature Biotechnology; OpenAlex topic: Single-cell and spatial transcriptomics,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""Differential abundance testing on single-cell data using k-nearest neighbor graphs"" (Nature Biotechnology, 2021; 920 OpenAlex citations). Evidence filters are concrete source/topic labels: Nature Biotechnology, OpenAlex topic: Single-cell and spatial transcriptomics.",,,,
2026-06-19T00:00:00+00:00,openalex_spatial_single_cell_demo_20260619,OpenAlex topic T11289: Single-cell and spatial transcriptomics,https://openalex.org/A5004067604,https://openalex.org/A5004067604; https://openalex.org/W3208940117; https://doi.org/10.1038/s41592-021-01264-7,OpenAlex author profile: Aviv Regev; OpenAlex work: Deep learning and alignment of spatially resolved single-cell transcriptomes with Tangram; DOI landing page: Deep learning and alignment of spatially resolved single-cell transcriptomes with Tangram,Aviv Regev,,Broad Institute,,United States,"OpenAlex links this researcher to ""Single-cell and spatial transcriptomics"". Demo candidate selected as last-named author on ""Deep learning and alignment of spatially resolved single-cell transcriptomes with Tangram"" (Nature Methods, 2021; 892 OpenAlex citations).",spatial transcriptomics; single-cell biology; genomics; biomedical atlas; computational biology,,https://orcid.org/0000-0003-3293-3158,https://scholar.google.com/scholar?q=%22Aviv+Regev%22+%22Broad+Institute%22+single+cell+spatial+transcriptomics,https://openalex.org/A5004067604,,209,229417,"OpenAlex author profile retrieved 2026-06-19; Scholar URL is a search link, not a verified author profile.",,,,,include,openalex_topic_last_author,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""Deep learning and alignment of spatially resolved single-cell transcriptomes with Tangram"" (Nature Methods, 2021; 892 OpenAlex citations). Evidence filters are concrete source/topic labels: Nature Methods, OpenAlex topic: Single-cell and spatial transcriptomics, spatial transcriptomics.","Real demo row generated from OpenAlex on 2026-06-19. Institution is the source-stated authorship institution for the selected work, not a verified current role. Homepage, age, honors, and hiring status were not manually verified; use the source links and Scholar search before outreach.",Nature Methods; OpenAlex topic: Single-cell and spatial transcriptomics; spatial transcriptomics,"Selected from OpenAlex topic ""Single-cell and spatial transcriptomics"" as a last-named author on ""Deep learning and alignment of spatially resolved single-cell transcriptomes with Tangram"" (Nature Methods, 2021; 892 OpenAlex citations). Evidence filters are concrete source/topic labels: Nature Methods, OpenAlex topic: Single-cell and spatial transcriptomics, spatial transcriptomics.",,,,
